text,drug1,drug2,ddi,ddi_type
you can not take drug0 if you have taken a drug1 ( drug0 ) such as drug0 ( drug2 )  drug0 ( drug0 )  or drug0 ( drug0 ) in the last 14 days .,monoamine oxidase inhibitor,marplan,FALSE,none
you can not take drug0 if you have taken a drug1 ( drug0 ) such as drug0 ( drug0 )  drug2 ( drug0 )  or drug0 ( drug0 ) in the last 14 days .,monoamine oxidase inhibitor,tranylcypromine,FALSE,none
you can not take drug0 if you have taken a drug1 ( drug0 ) such as drug0 ( drug0 )  drug0 ( drug2 )  or drug0 ( drug0 ) in the last 14 days .,monoamine oxidase inhibitor,parnate,FALSE,none
you can not take drug0 if you have taken a drug1 ( drug0 ) such as drug0 ( drug0 )  drug0 ( drug0 )  or drug2 ( drug0 ) in the last 14 days .,monoamine oxidase inhibitor,phenelzine,FALSE,none
you can not take drug0 if you have taken a drug1 ( drug0 ) such as drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug2 ) in the last 14 days .,monoamine oxidase inhibitor,nardil,FALSE,none
you can not take drug0 if you have taken a drug0 ( drug1 ) such as drug2 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) in the last 14 days .,maoi,isocarboxazid,FALSE,none
you can not take drug0 if you have taken a drug0 ( drug1 ) such as drug0 ( drug2 )  drug0 ( drug0 )  or drug0 ( drug0 ) in the last 14 days .,maoi,marplan,FALSE,none
you can not take drug0 if you have taken a drug0 ( drug1 ) such as drug0 ( drug0 )  drug2 ( drug0 )  or drug0 ( drug0 ) in the last 14 days .,maoi,tranylcypromine,FALSE,none
you can not take drug0 if you have taken a drug0 ( drug1 ) such as drug0 ( drug0 )  drug0 ( drug2 )  or drug0 ( drug0 ) in the last 14 days .,maoi,parnate,FALSE,none
you can not take drug0 if you have taken a drug0 ( drug1 ) such as drug0 ( drug0 )  drug0 ( drug0 )  or drug2 ( drug0 ) in the last 14 days .,maoi,phenelzine,FALSE,none
you can not take drug0 if you have taken a drug0 ( drug1 ) such as drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug2 ) in the last 14 days .,maoi,nardil,FALSE,none
you can not take drug0 if you have taken a drug0 ( drug0 ) such as drug1 ( drug0 )  drug2 ( drug0 )  or drug0 ( drug0 ) in the last 14 days .,isocarboxazid,tranylcypromine,FALSE,none
you can not take drug0 if you have taken a drug0 ( drug0 ) such as drug1 ( drug0 )  drug0 ( drug2 )  or drug0 ( drug0 ) in the last 14 days .,isocarboxazid,parnate,FALSE,none
you can not take drug0 if you have taken a drug0 ( drug0 ) such as drug1 ( drug0 )  drug0 ( drug0 )  or drug2 ( drug0 ) in the last 14 days .,isocarboxazid,phenelzine,FALSE,none
you can not take drug0 if you have taken a drug0 ( drug0 ) such as drug1 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug2 ) in the last 14 days .,isocarboxazid,nardil,FALSE,none
you can not take drug0 if you have taken a drug0 ( drug0 ) such as drug0 ( drug1 )  drug2 ( drug0 )  or drug0 ( drug0 ) in the last 14 days .,marplan,tranylcypromine,FALSE,none
you can not take drug0 if you have taken a drug0 ( drug0 ) such as drug0 ( drug1 )  drug0 ( drug2 )  or drug0 ( drug0 ) in the last 14 days .,marplan,parnate,FALSE,none
you can not take drug0 if you have taken a drug0 ( drug0 ) such as drug0 ( drug1 )  drug0 ( drug0 )  or drug2 ( drug0 ) in the last 14 days .,marplan,phenelzine,FALSE,none
you can not take drug0 if you have taken a drug0 ( drug0 ) such as drug0 ( drug1 )  drug0 ( drug0 )  or drug0 ( drug2 ) in the last 14 days .,marplan,nardil,FALSE,none
you can not take drug0 if you have taken a drug0 ( drug0 ) such as drug0 ( drug0 )  drug1 ( drug0 )  or drug2 ( drug0 ) in the last 14 days .,tranylcypromine,phenelzine,FALSE,none
you can not take drug0 if you have taken a drug0 ( drug0 ) such as drug0 ( drug0 )  drug1 ( drug0 )  or drug0 ( drug2 ) in the last 14 days .,tranylcypromine,nardil,FALSE,none
you can not take drug0 if you have taken a drug0 ( drug0 ) such as drug0 ( drug0 )  drug0 ( drug1 )  or drug2 ( drug0 ) in the last 14 days .,parnate,phenelzine,FALSE,none
you can not take drug0 if you have taken a drug0 ( drug0 ) such as drug0 ( drug0 )  drug0 ( drug1 )  or drug0 ( drug2 ) in the last 14 days .,parnate,nardil,FALSE,none
changes in drug1 and other diabetes drug therapies may be necessary during treatment with drug2 .,insulin,mazindol,TRUE,advise
drug1 may reduce the effects of drug2 ( drug0 ) .,mazindol,guanethidine,TRUE,effect
drug1 may reduce the effects of drug0 ( drug2 ) .,mazindol,ismelin,TRUE,effect
before taking this medication  tell your doctor if you are taking a drug1 such as drug0 ( drug2 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,tricyclic antidepressant,elavil,FALSE,none
before taking this medication  tell your doctor if you are taking a drug1 such as drug0 ( drug0 )  drug2 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,tricyclic antidepressant,amoxapine,FALSE,none
before taking this medication  tell your doctor if you are taking a drug1 such as drug0 ( drug0 )  drug0 ( drug2 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,tricyclic antidepressant,asendin,FALSE,none
before taking this medication  tell your doctor if you are taking a drug1 such as drug0 ( drug0 )  drug0 ( drug0 )  drug2 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,tricyclic antidepressant,doxepin,FALSE,none
before taking this medication  tell your doctor if you are taking a drug1 such as drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug2 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,tricyclic antidepressant,sinequan,FALSE,none
before taking this medication  tell your doctor if you are taking a drug1 such as drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug2 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,tricyclic antidepressant,nortriptyline,FALSE,none
before taking this medication  tell your doctor if you are taking a drug1 such as drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug2 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,tricyclic antidepressant,pamelor,FALSE,none
before taking this medication  tell your doctor if you are taking a drug1 such as drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug2 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,tricyclic antidepressant,imipramine,FALSE,none
before taking this medication  tell your doctor if you are taking a drug1 such as drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug2 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,tricyclic antidepressant,tofranil,FALSE,none
before taking this medication  tell your doctor if you are taking a drug1 such as drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug2 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,tricyclic antidepressant,clomipramine,FALSE,none
before taking this medication  tell your doctor if you are taking a drug1 such as drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug2 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,tricyclic antidepressant,anafranil,FALSE,none
before taking this medication  tell your doctor if you are taking a drug1 such as drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug2 ( drug0 )  or drug0 ( drug0 ) .,tricyclic antidepressant,protriptyline,FALSE,none
before taking this medication  tell your doctor if you are taking a drug1 such as drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug2 )  or drug0 ( drug0 ) .,tricyclic antidepressant,vivactil,FALSE,none
before taking this medication  tell your doctor if you are taking a drug1 such as drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug2 ( drug0 ) .,tricyclic antidepressant,desipramine,FALSE,none
before taking this medication  tell your doctor if you are taking a drug1 such as drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug2 ) .,tricyclic antidepressant,norpramin,FALSE,none
before taking this medication  tell your doctor if you are taking a drug0 drug0 such as drug1 ( drug0 )  drug2 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,amitriptyline,amoxapine,FALSE,none
before taking this medication  tell your doctor if you are taking a drug0 drug0 such as drug1 ( drug0 )  drug0 ( drug2 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,amitriptyline,asendin,FALSE,none
before taking this medication  tell your doctor if you are taking a drug0 drug0 such as drug1 ( drug0 )  drug0 ( drug0 )  drug2 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,amitriptyline,doxepin,FALSE,none
before taking this medication  tell your doctor if you are taking a drug0 drug0 such as drug1 ( drug0 )  drug0 ( drug0 )  drug0 ( drug2 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,amitriptyline,sinequan,FALSE,none
before taking this medication  tell your doctor if you are taking a drug0 drug0 such as drug1 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug2 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,amitriptyline,nortriptyline,FALSE,none
before taking this medication  tell your doctor if you are taking a drug0 drug0 such as drug1 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug2 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,amitriptyline,pamelor,FALSE,none
before taking this medication  tell your doctor if you are taking a drug0 drug0 such as drug1 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug2 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,amitriptyline,imipramine,FALSE,none
before taking this medication  tell your doctor if you are taking a drug0 drug0 such as drug1 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug2 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,amitriptyline,tofranil,FALSE,none
before taking this medication  tell your doctor if you are taking a drug0 drug0 such as drug1 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug2 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,amitriptyline,clomipramine,FALSE,none
before taking this medication  tell your doctor if you are taking a drug0 drug0 such as drug1 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug2 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,amitriptyline,anafranil,FALSE,none
before taking this medication  tell your doctor if you are taking a drug0 drug0 such as drug1 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug2 ( drug0 )  or drug0 ( drug0 ) .,amitriptyline,protriptyline,FALSE,none
before taking this medication  tell your doctor if you are taking a drug0 drug0 such as drug1 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug2 )  or drug0 ( drug0 ) .,amitriptyline,vivactil,FALSE,none
before taking this medication  tell your doctor if you are taking a drug0 drug0 such as drug1 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug2 ( drug0 ) .,amitriptyline,desipramine,FALSE,none
before taking this medication  tell your doctor if you are taking a drug0 drug0 such as drug1 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug2 ) .,amitriptyline,norpramin,FALSE,none
before taking this medication  tell your doctor if you are taking a drug0 drug0 such as drug0 ( drug1 )  drug2 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  drug0 ( drug0 )  or drug0 ( drug0 ) .,elavil,amoxapine,FALSE,none
